target_role,student_id,age,gender,city,state,pincode,education_level,institution,institution_tier,major,graduation_year,gpa,gpa_rounded,skills,skills_count,has_python,has_java,has_javascript,has_sql,projects_count,projects,internships_count,internship_companies,has_internship,premium_internship,work_experience_years,experience_level,has_experience,certifications,certifications_count,has_certification,has_github,has_linkedin,online_presence_score,expected_salary_lpa,willing_to_relocate,preferred_locations,education_experience_score,skill_certification_score,overall_profile_score,data_version
Civil Engineer,STU002195,26,Male,Pune,Maharashtra,365809,Master's,IIT Kanpur,Tier-1,Construction Technology,2025,8.68,9,"Construction Management, Surveying, AutoCAD, Structural Analysis, Revit, STAAD Pro, Project Management",7,0,0,0,0,2,Bridge Design - 2020 | Bridge Design - 2021,2,"Mahindra, Bajaj Auto",1,0,1.7,Junior,1,None,0,0,0,1,0.5,7.71,1,"Chennai, Bangalore, Mumbai",1.16,0.7,0.6,0cd8875c
Data Scientist,STU002501,24,Female,Delhi,Delhi,463887,Master's,IIT Madras,Tier-1,Data Science,2025,7.39,7,"Statistics, NumPy, Pandas, Tableau, Data Visualization, R, Python, TensorFlow, SQL, Machine Learning",10,1,0,0,1,5,Weather App - 2023 | E-commerce Platform - 2020 | Social Media App - 2021 | Task Manager - 2023 | E-commerce Platform - 2023,2,"PwC, Infosys",1,0,1.3,Junior,1,TensorFlow Developer Certificate,1,1,0,1,0.5,16.79,1,Mumbai,0.93,1.33,0.69,0cd8875c
Financial Analyst,STU008528,18,Male,Hyderabad,Telangana,507380,Bachelor's,St. Stephens Delhi,Tier-2,Finance,2026,7.52,8,"Python, Accounting, Excel, Risk Analysis, Bloomberg, Financial Modeling, Valuation",7,1,0,0,0,5,Marketing Campaign - 2020 | Market Analysis - 2020 | Marketing Campaign - 2024 | Financial Model - 2024 | HR Policy - 2023,2,"Meesho, VMware",1,0,0.8,Junior,1,CFA Level 1,1,1,0,1,0.5,7.8,0,Mumbai,0.87,0.93,0.59,0cd8875c
HR Generalist,STU002360,26,Male,Pune,Maharashtra,808278,Bachelor's,Madras University,Tier-2,HR Management,2028,6.57,7,"Excel, Employee Relations, Communication, Training, Performance Management, Recruitment, HR Policies",7,0,0,0,0,4,Marketing Campaign - 2020 | Financial Model - 2021 | Market Analysis - 2023 | Market Analysis - 2023,0,None,0,0,0.0,Fresher,0,"HR Analytics Certification, SHRM Certified, HRCI Certification",3,1,0,1,0.5,5.9,1,Hyderabad,0.66,1.4,0.64,0cd8875c
Machine Learning Engineer,STU006823,22,Male,Mumbai,Maharashtra,955335,Bachelor's,IIT Kharagpur,Tier-1,Data Science,2026,8.01,8,"Python, Computer Vision, Scikit-learn, NLP, TensorFlow, PyTorch, Keras",7,1,0,0,0,5,Social Media App - 2020 | Social Media App - 2023 | Task Manager - 2021 | E-commerce Platform - 2021 | E-commerce Platform - 2020,3,"VMware, Uber, Cisco",1,0,0.2,Junior,1,NVIDIA DLI Certifications,1,1,1,1,1.0,17.96,0,"Pune, Mumbai, Delhi-NCR",0.83,0.93,0.58,0cd8875c
Electrical Engineer,STU004814,22,Male,Mumbai,Maharashtra,800838,Bachelor's,NIT Jaipur,Tier-2,Electronics Engineering,2024,6.79,7,"Simulink, VLSI, Circuit Design, MATLAB, PLC, Power Systems",6,0,0,0,0,4,Thermal Analysis - 2020 | Thermal Analysis - 2023 | Thermal Analysis - 2024 | Thermal Analysis - 2020,2,"Siemens, Reliance",1,0,2.1,Mid-Level,1,None,0,0,0,1,0.5,8.02,0,"Hyderabad, Mumbai",0.96,0.6,0.52,0cd8875c
Machine Learning Engineer,STU004695,18,Female,Chennai,Tamil Nadu,817413,Master's,IIIT Pune,Tier-2,Computer Science,2025,7.97,8,"Keras, Computer Vision, TensorFlow, Python, Deep Learning, NLP, Scikit-learn",7,1,0,0,0,5,Social Media App - 2022 | Weather App - 2024 | Weather App - 2023 | Task Manager - 2021 | Weather App - 2020,3,"CRED, Unacademy, Oracle",1,0,1.1,Junior,1,"NVIDIA DLI Certifications, Azure AI Engineer, AWS Certified Machine Learning",3,1,0,1,0.5,15.35,1,Chennai,0.97,1.4,0.71,0cd8875c
Product Manager,STU006857,24,Male,Chennai,Tamil Nadu,520355,Master's,XLRI Jamshedpur,Tier-2,MBA,2027,8.05,8,"Product Strategy, MVP Development, Agile, User Stories, Market Research, JIRA",6,0,0,0,0,2,Financial Model - 2020 | Financial Model - 2021,2,"Capgemini, Oracle",1,0,0.0,Fresher,0,Pragmatic Institute Certification,1,1,0,1,0.5,30.69,1,"Bangalore, Chennai",0.81,0.8,0.55,0cd8875c
UX Designer,STU005077,20,Male,Ahmedabad,Gujarat,367965,Bachelor's,IIT Indore,Tier-1,Design,2026,8.9,9,"Figma, Wireframing, Prototyping, User Research, Sketch, Adobe XD, Information Architecture, Usability Testing",8,0,0,0,0,4,Task Manager - 2021 | E-commerce Platform - 2022 | Social Media App - 2023 | E-commerce Platform - 2024,4,"Flipkart, Ola, Infosys, Accenture",1,0,0.5,Junior,1,"HFI Certification, Google UX Design Professional",2,1,0,1,0.5,7.02,1,Mumbai,0.98,1.33,0.7,0cd8875c
Business Analyst,STU005334,23,Male,Ahmedabad,Gujarat,988224,Master's,XLRI Jamshedpur,Tier-2,MBA,2025,7.14,7,"Requirements Gathering, SQL, Tableau, Stakeholder Management, Visio, Data Analysis",6,0,0,0,1,5,HR Policy - 2022 | Financial Model - 2024 | HR Policy - 2021 | HR Policy - 2022 | Financial Model - 2023,2,"PhysicsWallah, VMware",1,0,1.4,Junior,1,None,0,0,0,0,0.0,9.92,1,"Delhi-NCR, Chennai",0.91,0.6,0.51,0cd8875c
Machine Learning Engineer,STU001111,24,Female,Chennai,Tamil Nadu,427904,Bachelor's,NIT Warangal,Tier-2,Computer Science,2025,7.12,7,"Computer Vision, Scikit-learn, TensorFlow, Keras, Deep Learning, Python",6,1,0,0,0,2,E-commerce Platform - 2021 | Task Manager - 2022,3,"Capgemini, PwC, Uber",1,0,1.3,Junior,1,NVIDIA DLI Certifications,1,1,0,1,0.5,16.25,1,Bangalore,0.9,0.8,0.56,0cd8875c
Electrical Engineer,STU000327,22,Male,Ahmedabad,Gujarat,124655,Bachelor's,NIT Allahabad,Tier-2,Electrical Engineering,2024,6.64,7,"Simulink, VLSI, PLC, Power Systems, MATLAB, Embedded Systems",6,0,0,0,0,2,Circuit Design - 2024 | Building Plan - 2023,2,"ABB, L&T",1,0,2.8,Mid-Level,1,"PLC Programming Certificate, Certified Automation Professional",2,1,0,1,0.5,7.24,1,Chennai,1.04,1.0,0.64,0cd8875c
Web Developer,STU005470,18,Female,Kolkata,West Bengal,483915,Bachelor's,IIIT Pune,Tier-2,Information Technology,2027,7.37,7,"Node.js, JavaScript, CSS, Git, Redux, HTML, TypeScript, MongoDB",8,0,0,1,0,2,Weather App - 2022 | E-commerce Platform - 2024,0,None,0,0,0.0,Fresher,0,Meta Front-End Developer,1,1,1,1,1.0,8.36,1,"Delhi-NCR, Mumbai, Pune",0.74,1.07,0.59,0cd8875c
Civil Engineer,STU004745,21,Male,Ahmedabad,Gujarat,593692,Bachelor's,IIT Hyderabad,Tier-1,Construction Technology,2027,8.69,9,"AutoCAD, Project Management, Structural Analysis, Surveying, Revit, Construction Management, STAAD Pro",7,0,0,0,0,2,Bridge Design - 2024 | Bridge Design - 2022,0,None,0,0,0.0,Fresher,0,LEED Green Associate,1,1,0,1,0.5,6.44,1,"Chennai, Hyderabad",0.87,0.93,0.6,0cd8875c
Software Engineer,STU000456,22,Female,Kolkata,West Bengal,320839,Master's,IIT Roorkee,Tier-1,Computer Science,2027,8.63,9,"Docker, C++, Data Structures, Python, Java, Microservices, SQL, Git",8,1,1,0,1,3,Task Manager - 2023 | E-commerce Platform - 2024 | E-commerce Platform - 2020,1,Razorpay,1,0,0.0,Fresher,0,"Microsoft Certified: Azure Developer, Google Cloud Developer, AWS Certified Developer",3,1,0,1,0.5,15.55,0,"Delhi-NCR, Chennai",0.86,1.6,0.73,0cd8875c
HR Generalist,STU001328,20,Male,Kolkata,West Bengal,450475,Bachelor's,NMIMS,Tier-2,HR Management,2028,8.39,8,"HR Policies, Employee Relations, Performance Management, Excel, Recruitment, Training, Communication",7,0,0,0,0,3,Financial Model - 2023 | Financial Model - 2023 | HR Policy - 2021,0,None,0,0,0.0,Fresher,0,HRCI Certification,1,1,0,1,0.5,7.38,0,"Mumbai, Delhi-NCR, Bangalore",0.84,0.93,0.59,0cd8875c
Machine Learning Engineer,STU005820,18,Male,Chennai,Tamil Nadu,877707,Master's,IIIT Lucknow,Tier-2,AI/ML,2027,6.04,6,"Python, Computer Vision, TensorFlow, MLOps, Keras, Deep Learning, PyTorch",7,1,0,0,0,2,E-commerce Platform - 2022 | Task Manager - 2022,0,None,0,0,0.0,Fresher,0,"Azure AI Engineer, NVIDIA DLI Certifications",2,1,1,1,1.0,17.07,0,"Pune, Hyderabad, Chennai",0.6,1.17,0.57,0cd8875c
UX Designer,STU001285,23,Female,Bangalore,Karnataka,387348,Bachelor's,Amity University,Tier-2,HCI,2026,8.47,8,"Prototyping, Sketch, Adobe XD, Figma, Wireframing, Information Architecture",6,0,0,0,0,4,Social Media App - 2022 | E-commerce Platform - 2024 | Task Manager - 2020 | Weather App - 2021,2,"Unacademy, Infosys",1,0,0.3,Junior,1,"NN/g UX Certification, Google UX Design Professional",2,1,0,1,0.5,6.45,1,"Bangalore, Mumbai, Hyderabad",0.9,1.0,0.62,0cd8875c
Mechanical Engineer,STU002592,24,Female,Ahmedabad,Gujarat,854555,Bachelor's,NIT Jaipur,Tier-2,Mechanical Engineering,2025,7.36,7,"Thermodynamics, Fluid Mechanics, SolidWorks, Manufacturing, FEA, CATIA, AutoCAD",7,0,0,0,0,2,Bridge Design - 2024 | Bridge Design - 2022,4,"Reliance, Schneider Electric, Bosch, Tata Motors",1,0,1.3,Junior,1,"CATIA Certified, SolidWorks Certified Professional",2,1,0,1,0.5,6.89,1,Chennai,0.93,1.17,0.65,0cd8875c
Business Analyst,STU008701,25,Male,Mumbai,Maharashtra,575965,Bachelor's,BHU,Tier-2,Economics,2025,6.17,6,"Requirements Gathering, Excel, Power BI, Tableau, SQL, Visio",6,0,0,0,1,2,HR Policy - 2023 | HR Policy - 2023,4,"CRED, CRED, Accenture, KPMG",1,0,1.6,Junior,1,Google Data Analytics,1,1,0,1,0.5,7.19,1,Mumbai,0.81,0.8,0.54,0cd8875c
Research Scientist,STU007412,19,Male,Mumbai,Maharashtra,351974,Bachelor's,JNU,Tier-2,Biotechnology,2027,7.29,7,"Lab Techniques, Research Methodology, Grant Writing, Data Analysis, R, Technical Writing, Python",7,1,0,0,0,2,Lab Experiment - 2020 | Data Collection - 2024,2,"BlackBuck, ShareChat",1,0,0.0,Fresher,0,Good Laboratory Practices,1,1,0,1,0.5,10.24,1,"Hyderabad, Pune, Delhi-NCR",0.73,0.93,0.56,0cd8875c
Machine Learning Engineer,STU003952,18,Male,Mumbai,Maharashtra,217582,Master's,IIT BHU,Tier-1,Computer Science,2026,9.53,10,"Scikit-learn, Python, NLP, PyTorch, Computer Vision, TensorFlow, MLOps, Keras, Deep Learning",9,1,0,0,0,5,E-commerce Platform - 2023 | Social Media App - 2020 | Social Media App - 2024 | E-commerce Platform - 2021 | Task Manager - 2020,4,"Infosys, Infosys, Amazon, Accenture",1,1,0.7,Junior,1,None,0,0,1,1,1.0,24.17,1,"Hyderabad, Chennai, Delhi-NCR",1.09,0.9,0.65,0cd8875c
Research Scientist,STU006560,23,Female,Chennai,Tamil Nadu,698930,Diploma,Mumbai University,Tier-2,Physics,2028,7.34,7,"R, Python, Lab Techniques, Technical Writing, Grant Writing, Research Methodology, Data Analysis",7,1,0,0,0,3,Data Collection - 2020 | Data Collection - 2024 | Research Paper - 2020,0,None,0,0,0.0,Fresher,0,None,0,0,0,1,0.5,4.41,1,Mumbai,0.73,0.7,0.51,0cd8875c
Mechanical Engineer,STU003363,26,Male,Delhi,Delhi,580644,Bachelor's,Amity University,Tier-2,Automobile Engineering,2028,8.89,9,"FEA, Manufacturing, CATIA, SolidWorks, Thermodynamics, Fluid Mechanics, AutoCAD",7,0,0,0,0,4,Circuit Design - 2022 | Bridge Design - 2020 | Building Plan - 2024 | Bridge Design - 2022,1,Mahindra,1,0,0.0,Fresher,0,"Six Sigma Green Belt, ASME Certification, CATIA Certified",3,1,0,1,0.5,6.51,0,"Delhi-NCR, Hyderabad, Mumbai",0.89,1.4,0.71,0cd8875c
Web Developer,STU006283,25,Female,Pune,Maharashtra,376809,Bachelor's,IIT Hyderabad,Tier-1,Web Development,2024,8.51,9,"TypeScript, JavaScript, Express, Redux, MongoDB, React",6,0,0,1,0,3,E-commerce Platform - 2022 | Task Manager - 2021 | E-commerce Platform - 2021,2,"Unacademy, IBM",1,0,2.7,Mid-Level,1,MongoDB Certification,1,1,1,1,1.0,8.94,1,"Bangalore, Delhi-NCR, Pune",1.31,0.8,0.64,0cd8875c
DevOps Engineer,STU007087,23,Female,Pune,Maharashtra,247635,Bachelor's,LPU,Tier-2,Computer Science,2028,6.18,6,"Kubernetes, Monitoring, Git, Linux, Docker, Ansible, AWS",7,0,0,0,0,5,E-commerce Platform - 2023 | Social Media App - 2021 | E-commerce Platform - 2020 | Weather App - 2022 | E-commerce Platform - 2022,2,"Oracle, UpGrad",1,0,0.0,Fresher,0,"HashiCorp Certification, AWS Certified DevOps Engineer",2,1,0,1,0.5,12.52,1,"Mumbai, Pune",0.62,1.17,0.57,0cd8875c
Product Manager,STU003406,26,Female,Lucknow,Uttar Pradesh,219826,Bachelor's,Pune University,Tier-2,Computer Science,2024,7.76,8,"Wireframing, Market Research, Analytics, Agile, MVP Development, Product Strategy, User Stories, JIRA",8,0,0,0,0,3,Market Analysis - 2021 | Financial Model - 2021 | Marketing Campaign - 2021,4,"CRED, ShareChat, SAP, CRED",1,0,2.2,Mid-Level,1,Google Project Management,1,1,0,1,0.5,21.2,1,Mumbai,1.12,1.07,0.66,0cd8875c
Business Analyst,STU000491,21,Male,Chennai,Tamil Nadu,532928,Bachelor's,Calcutta University,Tier-2,Economics,2026,7.86,8,"Visio, Power BI, Stakeholder Management, SQL, Excel, Requirements Gathering, Tableau, Data Analysis",8,0,0,0,1,4,Market Analysis - 2021 | Market Analysis - 2024 | Financial Model - 2021 | Financial Model - 2024,2,"Meesho, Capgemini",1,0,0.9,Junior,1,None,0,0,0,1,0.5,6.89,1,"Bangalore, Hyderabad, Pune",0.93,0.8,0.58,0cd8875c
Data Scientist,STU000445,26,Female,Mumbai,Maharashtra,765573,Master's,IIT Indore,Tier-1,Computer Science,2026,8.57,9,"SQL, Data Visualization, NumPy, TensorFlow, Pandas, Machine Learning, Python, R, Statistics, Tableau",10,1,0,0,1,3,Task Manager - 2020 | Weather App - 2021 | Weather App - 2021,1,Zomato,1,0,0.5,Junior,1,None,0,0,1,1,1.0,12.13,1,"Delhi-NCR, Pune",0.94,1.0,0.65,0cd8875c
Data Scientist,STU006390,21,Male,Kolkata,West Bengal,953050,Bachelor's,NIT Rourkela,Tier-2,Computer Science,2024,6.68,7,"TensorFlow, Data Visualization, SQL, Pandas, Statistics, NumPy",6,0,0,0,1,2,E-commerce Platform - 2021 | Weather App - 2020,2,"BYJU'S, Unacademy",1,0,2.7,Mid-Level,1,"TensorFlow Developer Certificate, IBM Data Science Professional, AWS Certified Data Analytics",3,1,1,1,1.0,13.16,0,"Delhi-NCR, Pune",1.03,1.2,0.69,0cd8875c
Mechanical Engineer,STU002641,19,Male,Ahmedabad,Gujarat,469222,Bachelor's,IIT Kharagpur,Tier-1,Automobile Engineering,2024,9.04,9,"Thermodynamics, Fluid Mechanics, SolidWorks, CATIA, Manufacturing, AutoCAD, FEA",7,0,0,0,0,5,Thermal Analysis - 2022 | Circuit Design - 2021 | Building Plan - 2021 | Building Plan - 2023 | Bridge Design - 2023,3,"ABB, Samsung, Bosch",1,0,2.8,Mid-Level,1,Six Sigma Green Belt,1,1,0,1,0.5,8.03,1,"Pune, Delhi-NCR",1.41,0.93,0.69,0cd8875c
Data Scientist,STU004583,22,Female,Kolkata,West Bengal,637541,Master's,NIT Rourkela,Tier-2,Statistics,2025,7.81,8,"TensorFlow, Machine Learning, R, Statistics, NumPy, Pandas",6,0,0,0,0,4,Task Manager - 2022 | Social Media App - 2020 | Social Media App - 2023 | Weather App - 2024,2,"Dream11, Wipro",1,0,1.2,Junior,1,SAS Certified Specialist,1,1,1,0,0.5,11.71,1,"Pune, Chennai, Hyderabad",0.97,0.8,0.58,0cd8875c
Software Engineer,STU000231,21,Male,Mumbai,Maharashtra,534694,Bachelor's,SRM University,Tier-2,Information Technology,2028,8.62,9,"SQL, REST APIs, C++, Algorithms, Data Structures, Java, Microservices, Python, Git, Docker",10,1,1,0,1,5,Social Media App - 2023 | Social Media App - 2023 | Task Manager - 2024 | Social Media App - 2023 | Social Media App - 2020,1,Paytm,1,0,0.0,Fresher,0,Google Cloud Developer,1,1,0,1,0.5,8.45,1,"Mumbai, Bangalore",0.86,1.33,0.69,0cd8875c
Software Engineer,STU002375,22,Male,Hyderabad,Telangana,603123,Bachelor's,IIT Madras,Tier-1,Computer Science,2026,7.47,7,"SQL, Git, Data Structures, Java, Python, REST APIs, Microservices",7,1,1,0,1,5,Task Manager - 2020 | Weather App - 2021 | Weather App - 2020 | Task Manager - 2023 | Weather App - 2024,1,Infosys,1,0,0.0,Fresher,0,AWS Certified Developer,1,1,1,1,1.0,10.93,1,"Bangalore, Pune",0.75,0.93,0.56,0cd8875c
Mechanical Engineer,STU003132,23,Male,Pune,Maharashtra,424179,Bachelor's,NIT Surathkal,Tier-2,Mechanical Engineering,2027,8.45,8,"SolidWorks, AutoCAD, FEA, Fluid Mechanics, CATIA, Thermodynamics",6,0,0,0,0,3,Circuit Design - 2021 | Building Plan - 2024 | Building Plan - 2023,0,None,0,0,0.0,Fresher,0,Six Sigma Green Belt,1,1,0,1,0.5,7.84,1,"Mumbai, Delhi-NCR",0.84,0.8,0.56,0cd8875c
HR Generalist,STU004551,25,Male,Delhi,Delhi,320977,Bachelor's,St. Stephens Delhi,Tier-2,Psychology,2025,6.36,6,"Communication, Excel, Training, Employee Relations, HR Policies, Performance Management, Recruitment",7,0,0,0,0,5,Financial Model - 2023 | Financial Model - 2021 | HR Policy - 2023 | HR Policy - 2020 | Market Analysis - 2021,1,SAP,1,0,1.6,Junior,1,"HRCI Certification, HR Analytics Certification",2,1,0,1,0.5,4.7,1,Chennai,0.84,1.17,0.63,0cd8875c
Software Engineer,STU001899,25,Female,Lucknow,Uttar Pradesh,327782,Bachelor's,IIT Bombay,Tier-1,Computer Science,2026,8.11,8,"Python, SQL, C++, Java, Microservices, Data Structures, REST APIs, Algorithms, Git",9,1,1,0,1,5,E-commerce Platform - 2021 | E-commerce Platform - 2022 | Social Media App - 2020 | Weather App - 2022 | E-commerce Platform - 2024,4,"Ola, Capgemini, Google, Infosys",1,1,0.4,Junior,1,None,0,0,1,1,1.0,7.71,1,Delhi-NCR,0.88,0.9,0.6,0cd8875c
Electrical Engineer,STU008627,26,Female,Kolkata,West Bengal,663047,Bachelor's,IIT Hyderabad,Tier-1,Electrical Engineering,2025,7.77,8,"MATLAB, Power Systems, Simulink, PLC, Embedded Systems, Circuit Design, VLSI",7,0,0,0,0,5,Building Plan - 2020 | Circuit Design - 2020 | Thermal Analysis - 2023 | Building Plan - 2020 | Building Plan - 2022,3,"L&T, Mahindra, Siemens",1,0,1.6,Junior,1,None,0,0,0,1,0.5,8.63,1,Bangalore,1.03,0.7,0.57,0cd8875c
Mechanical Engineer,STU008028,18,Male,Hyderabad,Telangana,835412,Bachelor's,IIT BHU,Tier-1,Automobile Engineering,2025,8.0,8,"Manufacturing, AutoCAD, Thermodynamics, FEA, SolidWorks, Fluid Mechanics, CATIA",7,0,0,0,0,4,Circuit Design - 2020 | Thermal Analysis - 2024 | Thermal Analysis - 2024 | Circuit Design - 2023,4,"Schneider Electric, Bosch, ABB, Bajaj Auto",1,0,1.0,Junior,1,"SolidWorks Certified Professional, CATIA Certified, Six Sigma Green Belt",3,1,0,1,0.5,7.89,1,"Hyderabad, Chennai",0.96,1.4,0.71,0cd8875c
Software Engineer,STU000217,22,Female,Hyderabad,Telangana,293007,Bachelor's,IIIT Hyderabad,Tier-1,Software Engineering,2024,9.46,9,"Docker, Microservices, Algorithms, C++, Java, Git, REST APIs, Data Structures, Python, SQL",10,1,1,0,1,3,E-commerce Platform - 2024 | Social Media App - 2022 | E-commerce Platform - 2021,4,"BYJU'S, Paytm, BYJU'S, Flipkart",1,0,2.6,Mid-Level,1,None,0,0,0,1,0.5,7.21,1,"Pune, Delhi-NCR, Bangalore",1.44,1.0,0.74,0cd8875c
Marketing Specialist,STU006728,26,Male,Ahmedabad,Gujarat,499666,Bachelor's,JNU,Tier-2,Marketing,2028,6.77,7,"PPC, Content Marketing, Google Analytics, Email Marketing, SEO, Social Media, Brand Management",7,0,0,0,0,5,Marketing Campaign - 2021 | Financial Model - 2020 | Financial Model - 2020 | HR Policy - 2023 | Marketing Campaign - 2021,2,"Groww, VMware",1,0,0.0,Fresher,0,"SEMrush Certification, HubSpot Content Marketing, Google Analytics Certification",3,1,0,1,0.5,8.97,1,"Mumbai, Pune, Delhi-NCR",0.68,1.4,0.64,0cd8875c
Electrical Engineer,STU007561,25,Female,Lucknow,Uttar Pradesh,891316,Bachelor's,VIT Vellore,Tier-2,Electrical Engineering,2028,8.67,9,"PLC, Simulink, MATLAB, Power Systems, Embedded Systems, VLSI, Circuit Design",7,0,0,0,0,2,Bridge Design - 2021 | Circuit Design - 2023,1,Siemens,1,0,0.0,Fresher,0,Certified Automation Professional,1,1,0,1,0.5,5.51,1,"Bangalore, Delhi-NCR, Pune",0.87,0.93,0.6,0cd8875c
Product Manager,STU008345,26,Female,Hyderabad,Telangana,434146,Master's,XLRI Jamshedpur,Tier-2,MBA,2027,7.15,7,"Agile, User Stories, JIRA, Analytics, MVP Development, Product Strategy, Wireframing, Market Research",8,0,0,0,0,4,Market Analysis - 2023 | Financial Model - 2021 | Market Analysis - 2022 | Market Analysis - 2023,1,Cognizant,1,0,0.0,Fresher,0,Pragmatic Institute Certification,1,1,0,1,0.5,30.4,1,Hyderabad,0.72,1.07,0.58,0cd8875c
Civil Engineer,STU008653,21,Female,Pune,Maharashtra,996199,Bachelor's,NIT Warangal,Tier-2,Civil Engineering,2025,6.76,7,"Surveying, Project Management, Structural Analysis, STAAD Pro, Revit, AutoCAD, Construction Management",7,0,0,0,0,3,Building Plan - 2022 | Bridge Design - 2020 | Circuit Design - 2024,3,"Mahindra, Bosch, Bajaj Auto",1,0,1.7,Junior,1,LEED Green Associate,1,1,0,1,0.5,7.49,1,"Bangalore, Hyderabad",0.91,0.93,0.59,0cd8875c
Software Engineer,STU004928,19,Female,Jaipur,Rajasthan,407876,Master's,IIT Hyderabad,Tier-1,Software Engineering,2025,8.41,8,"C++, Docker, Java, REST APIs, Python, Data Structures, SQL, Microservices",8,1,1,0,1,4,E-commerce Platform - 2020 | E-commerce Platform - 2022 | Social Media App - 2022 | E-commerce Platform - 2023,3,"Directi, Directi, Accenture",1,0,1.6,Junior,1,Microsoft Certified: Azure Developer,1,1,1,1,1.0,12.08,0,Mumbai,1.11,1.07,0.67,0cd8875c
UX Designer,STU000421,19,Female,Ahmedabad,Gujarat,654842,Bachelor's,NIT Rourkela,Tier-2,Fine Arts,2024,7.17,7,"Usability Testing, Sketch, Adobe XD, User Research, Figma, Prototyping, Information Architecture, Wireframing",8,0,0,0,0,2,Social Media App - 2021 | E-commerce Platform - 2020,1,KPMG,1,0,2.4,Mid-Level,1,"NN/g UX Certification, HFI Certification, Google UX Design Professional",3,1,1,1,1.0,9.89,0,"Pune, Mumbai, Bangalore",1.06,1.6,0.75,0cd8875c
Data Scientist,STU003604,22,Female,Mumbai,Maharashtra,623796,Bachelor's,Amity University,Tier-2,Statistics,2027,7.55,8,"Machine Learning, Tableau, SQL, R, Data Visualization, Python",6,1,0,0,1,5,Weather App - 2023 | Social Media App - 2024 | Social Media App - 2020 | Task Manager - 2024 | E-commerce Platform - 2024,0,None,0,0,0.0,Fresher,0,None,0,0,1,0,0.5,8.55,1,"Delhi-NCR, Bangalore",0.76,0.6,0.49,0cd8875c
Data Scientist,STU003391,19,Female,Jaipur,Rajasthan,112614,Diploma,IIT Bombay,Tier-1,Statistics,2026,8.32,8,"SQL, TensorFlow, Machine Learning, Python, NumPy, Pandas, R, Tableau",8,1,0,0,1,2,Task Manager - 2023 | Weather App - 2022,3,"TCS, SAP, UpGrad",1,0,0.2,Junior,1,"SAS Certified Specialist, IBM Data Science Professional",2,1,1,0,0.5,7.06,1,"Chennai, Pune, Bangalore",0.87,1.33,0.67,0cd8875c
Marketing Specialist,STU002435,21,Female,Ahmedabad,Gujarat,128347,Bachelor's,Delhi University,Tier-2,Mass Communication,2024,6.87,7,"SEO, Google Analytics, Brand Management, Social Media, Email Marketing, PPC, Content Marketing",7,0,0,0,0,4,Financial Model - 2020 | Financial Model - 2023 | Marketing Campaign - 2023 | Market Analysis - 2022,2,"PwC, EY",1,0,2.7,Mid-Level,1,"Facebook Blueprint, HubSpot Content Marketing, SEMrush Certification",3,1,0,1,0.5,7.21,1,"Delhi-NCR, Hyderabad",1.06,1.4,0.72,0cd8875c
Financial Analyst,STU004301,19,Male,Ahmedabad,Gujarat,351912,Master's,IIM Indore,Tier-1,Finance,2027,8.1,8,"Accounting, Financial Modeling, Valuation, Bloomberg, Risk Analysis, Python, Excel",7,1,0,0,0,5,HR Policy - 2022 | Market Analysis - 2024 | Financial Model - 2023 | Market Analysis - 2020 | Marketing Campaign - 2023,1,CRED,1,0,0.0,Fresher,0,None,0,0,0,1,0.5,14.96,1,Chennai,0.81,0.7,0.53,0cd8875c
